pokedex_number,name,classfication,type1,type2,generation,is_legendary,ability 1,ability 2,ability 3,ability 4,ability 5,ability 6,height_m,weight_kg,capture_rate,percentage_male,experience_growth,attack,defense,speed,hp,sp_attack,sp_defense,base_egg_steps,base_happiness,base_total,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
554,Darumaka,Zen Charm Pokemon,fire,,5,0,Hustle,Inner Focus,,,,,0.6,37.5,120,50,1059860,90,45,50,70,15,45,5120,70,315,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
555,Darmanitan,Blazing Pokemon,fire,fire,5,0,Sheer Force,Zen Mode,,,,,1.3,92.9,60,50,1059860,30,105,55,105,140,105,5120,70,540,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
556,Maractus,Cactus Pokemon,grass,,5,0,Water Absorb,Chlorophyll,Storm Drain,,,,1,28,255,50,1000000,86,67,60,75,106,67,5120,70,461,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
557,Dwebble,Rock Inn Pokemon,bug,rock,5,0,Sturdy,Shell Armor,Weak Armor,,,,0.3,14.5,190,50,1000000,65,85,55,50,35,35,5120,70,325,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2
558,Crustle,Stone Home Pokemon,bug,rock,5,0,Sturdy,Shell Armor,Weak Armor,,,,1.4,200,75,50,1000000,105,125,45,70,65,75,5120,70,485,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2
559,Scraggy,Shedding Pokemon,dark,fighting,5,0,Shed Skin,Moxie,Intimidate,,,,0.6,11.8,180,50,1000000,75,70,48,50,35,70,3840,35,348,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1
560,Scrafty,Hoodlum Pokemon,dark,fighting,5,0,Shed Skin,Moxie,Intimidate,,,,1.1,30,90,50,1000000,90,115,58,65,45,115,3840,70,488,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1
561,Sigilyph,Avianoid Pokemon,psychic,flying,5,0,Wonder Skin ,Magic Guard,Tinted Lens,,,,1.4,14,45,50,1000000,58,80,97,72,103,80,5120,70,490,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1
562,Yamask,Spirit Pokemon,ghost,,5,0,Mummy,,,,,,0.5,1.5,190,50,1000000,30,85,30,38,55,65,6400,70,303,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
563,Cofagrigus,Coffin Pokemon,ghost,,5,0,Mummy,,,,,,1.7,76.5,90,50,1000000,50,145,30,58,95,105,6400,70,483,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
564,Tirtouga,Prototurtle Pokemon,water,rock,5,0,Solid Rock,Sturdy,Swift Swim,,,,0.7,16.5,45,88.1,1000000,78,103,22,54,53,45,7680,70,355,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
565,Carracosta,Prototurtle Pokemon,water,rock,5,0,Solid Rock,Sturdy,Swift Swim,,,,1.2,81,45,88.1,1000000,108,133,32,74,83,65,7680,70,495,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
566,Archen,First Bird Pokemon,rock,flying,5,0,Defeatist,,,,,,0.5,9.5,45,88.1,1000000,112,45,70,55,74,45,7680,70,401,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2
567,Archeops,First Bird Pokemon,rock,flying,5,0,Defeatist,,,,,,1.4,32,45,88.1,1000000,140,65,110,75,112,65,7680,70,567,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2
568,Trubbish,Trash Bag Pokemon,poison,,5,0,Stench,Sticky Hold,Aftermath,,,,0.6,31,190,50,1000000,50,62,65,50,40,62,5120,70,329,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
569,Garbodor,Trash Heap Pokemon,poison,,5,0,Stench,Weak Armor,Aftermath,,,,1.9,107.3,60,50,1000000,95,82,75,80,60,82,5120,70,474,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
570,Zorua,Tricky Fox Pokemon,dark,,5,0,Illusion,,,,,,0.7,12.5,75,88.1,1059860,65,40,65,40,80,40,6400,70,330,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
571,Zoroark,Illusion Fox Pokemon,dark,,5,0,Illusion,,,,,,1.6,81.1,45,88.1,1059860,105,60,105,60,120,60,5120,70,510,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
572,Minccino,Chinchilla Pokemon,normal,,5,0,Cute Charm,Technician,Skill Link,,,,0.4,5.8,255,24.6,800000,50,40,75,55,40,40,3840,70,300,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
573,Cinccino,Scarf Pokemon,normal,,5,0,Cute Charm,Technician,Skill Link,,,,0.5,7.5,60,24.6,800000,95,60,115,75,65,60,3840,70,470,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
574,Gothita,Fixation Pokemon,psychic,,5,0,Frisk,Competitive,Shadow Tag,,,,0.4,5.8,200,24.6,1059860,30,50,45,45,55,65,5120,70,290,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
575,Gothorita,Manipulate Pokemon,psychic,,5,0,Frisk,Competitive,Shadow Tag,,,,0.7,18,100,24.6,1059860,45,70,55,60,75,85,5120,70,390,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
576,Gothitelle,Astral Body Pokemon,psychic,,5,0,Frisk,Competitive,Shadow Tag,,,,1.5,44,50,24.6,1059860,55,95,65,70,95,110,5120,70,490,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
577,Solosis,Cell Pokemon,psychic,,5,0,Overcoat,Magic Guard,Regenerator,,,,0.3,1,200,50,1059860,30,40,20,45,105,50,5120,70,290,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
578,Duosion,Mitosis Pokemon,psychic,,5,0,Overcoat,Magic Guard,Regenerator,,,,0.6,8,100,50,1059860,40,50,30,65,125,60,5120,70,370,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
579,Reuniclus,Multiplying Pokemon,psychic,,5,0,Overcoat,Magic Guard,Regenerator,,,,1,20.1,50,50,1059860,65,75,30,110,125,85,5120,70,490,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
580,Ducklett,Water Bird Pokemon,water,flying,5,0,Keen Eye,Big Pecks,Hydration,,,,0.5,5.5,190,50,1000000,44,50,55,62,44,50,5120,70,305,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
581,Swanna,White Bird Pokemon,water,flying,5,0,Keen Eye,Big Pecks,Hydration,,,,1.3,24.2,45,50,1000000,87,63,98,75,87,63,5120,70,473,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
582,Vanillite,Fresh Snow Pokemon,ice,,5,0,Ice Body,Snow Cloak,Weak Armor,,,,0.4,5.7,255,50,1250000,50,50,44,36,65,60,5120,70,305,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
583,Vanillish,Icy Snow Pokemon,ice,,5,0,Ice Body,Snow Cloak,Weak Armor,,,,1.1,41,120,50,1250000,65,65,59,51,80,75,5120,70,395,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
584,Vanilluxe,Snowstorm Pokemon,ice,,5,0,Ice Body,Snow Warning,Weak Armor,,,,1.3,57.5,45,50,1250000,95,85,79,71,110,95,5120,70,535,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
585,Deerling,Season Pokemon,normal,grass,5,0,Chlorophyll,Sap Sipper,Serene Grace,,,,0.6,19.5,190,50,1000000,60,50,75,60,40,50,5120,70,335,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5
586,Sawsbuck,Season Pokemon,normal,grass,5,0,Chlorophyll,Sap Sipper,Serene Grace,,,,1.9,92.5,75,50,1000000,100,70,95,80,60,70,5120,70,475,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5
587,Emolga,Sky Squirrel Pokemon,electric,flying,5,0,Static,Motor Drive,,,,,0.4,5,200,50,1000000,75,60,103,55,75,60,5120,70,428,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1
588,Karrablast,Clamping Pokemon,bug,,5,0,Swarm,Shed Skin,No Guard,,,,0.5,5.9,200,50,1000000,75,45,60,50,40,45,3840,70,315,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
589,Escavalier,Cavalry Pokemon,bug,steel,5,0,Swarm,Shell Armor,Overcoat,,,,1,33,75,50,1000000,135,105,20,70,60,105,3840,70,495,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1
590,Foongus,Mushroom Pokemon,grass,poison,5,0,Effect Spore,Regenerator,,,,,0.2,1,190,50,1000000,55,45,15,69,55,55,5120,70,294,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
591,Amoonguss,Mushroom Pokemon,grass,poison,5,0,Effect Spore,Regenerator,,,,,0.6,10.5,75,50,1000000,85,70,30,114,85,80,5120,70,464,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
592,Frillish,Floating Pokemon,water,ghost,5,0,Water Absorb,Cursed Body,Damp,,,,1.2,33,190,50,1000000,40,50,40,55,65,85,5120,70,335,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5
593,Jellicent,Floating Pokemon,water,ghost,5,0,Water Absorb,Cursed Body,Damp,,,,2.2,135,60,50,1000000,60,70,60,100,85,105,5120,70,480,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5
594,Alomomola,Caring Pokemon,water,,5,0,Healer,Hydration,Regenerator,,,,1.2,31.6,75,50,800000,75,80,65,165,40,45,10240,70,470,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
595,Joltik,Attaching Pokemon,bug,electric,5,0,Compoundeyes,Unnerve,Swarm,,,,0.1,0.6,190,50,1000000,47,50,65,50,57,50,5120,70,319,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1
596,Galvantula,EleSpider Pokemon,bug,electric,5,0,Compoundeyes,Unnerve,Swarm,,,,0.8,14.3,75,50,1000000,77,60,108,70,97,60,5120,70,472,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1
597,Ferroseed,Thorn Seed Pokemon,grass,steel,5,0,Iron Barbs,,,,,,0.6,18.8,255,50,1000000,50,91,10,44,24,86,5120,70,305,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5
598,Ferrothorn,Thorn Pod Pokemon,grass,steel,5,0,Iron Barbs,Anticipation,,,,,1,110,90,50,1000000,94,131,20,74,54,116,5120,70,489,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5
599,Klink,Gear Pokemon,steel,,5,0,Plus,Minus,Clear Body,,,,0.3,21,130,,1059860,55,70,30,40,45,60,5120,70,300,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
600,Klang,Gear Pokemon,steel,,5,0,Plus,Minus,Clear Body,,,,0.6,51,60,,1059860,80,95,50,60,70,85,5120,70,440,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
601,Klinklang,Gear Pokemon,steel,,5,0,Plus,Minus,Clear Body,,,,0.6,81,30,,1059860,100,115,90,60,70,85,5120,70,520,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
602,Tynamo,EleFish Pokemon,electric,,5,0,Levitate,,,,,,0.2,0.3,190,50,1250000,55,40,60,35,45,40,5120,70,275,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
603,Eelektrik,EleFish Pokemon,electric,,5,0,Levitate,,,,,,1.2,22,60,50,1250000,85,70,40,65,75,70,5120,70,405,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
604,Eelektross,EleFish Pokemon,electric,,5,0,Levitate,,,,,,2.1,80.5,30,50,1250000,115,80,50,85,105,80,5120,70,515,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
605,Elgyem,Cerebral Pokemon,psychic,,5,0,Telepathy,Synchronize,Analytic,,,,0.5,9,255,50,1000000,55,55,30,55,85,55,5120,70,335,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
606,Beheeyem,Cerebral Pokemon,psychic,,5,0,Telepathy,Synchronize,Analytic,,,,1,34.5,90,50,1000000,75,75,40,75,125,95,5120,70,485,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
607,Litwick,Candle Pokemon,ghost,fire,5,0,Flash Fire,Flame Body,Infiltrator,,,,0.3,3.1,190,50,1059860,30,55,20,50,65,55,5120,70,275,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2
608,Lampent,Lamp Pokemon,ghost,fire,5,0,Flash Fire,Flame Body,Infiltrator,,,,0.6,13,90,50,1059860,40,60,55,60,95,60,5120,70,370,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2
609,Chandelure,Luring Pokemon,ghost,fire,5,0,Flash Fire,Flame Body,Infiltrator,,,,1,34.3,45,50,1059860,55,90,80,60,145,90,5120,70,520,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2
610,Axew,Tusk Pokemon,dragon,,5,0,Rivalry,Mold Breaker,Unnerve,,,,0.6,18,75,50,1250000,87,60,57,46,30,40,10240,35,320,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
611,Fraxure,Axe Jaw Pokemon,dragon,,5,0,Rivalry,Mold Breaker,Unnerve,,,,1,36,60,50,1250000,117,70,67,66,40,50,10240,35,410,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
612,Haxorus,Axe Jaw Pokemon,dragon,,5,0,Rivalry,Mold Breaker,Unnerve,,,,1.8,105.5,45,50,1250000,147,90,97,76,60,70,10240,35,540,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
613,Cubchoo,Chill Pokemon,ice,,5,0,Snow Cloak,Slush Rush,Rattled,,,,0.5,8.5,120,50,1000000,70,40,40,55,60,40,5120,70,305,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
614,Beartic,Freezing Pokemon,ice,,5,0,Snow Cloak,Slush Rush,Swift Swim,,,,2.6,260,60,50,1000000,130,80,50,95,70,80,5120,70,505,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
615,Cryogonal,Crystallizing Pokemon,ice,,5,0,Levitate,,,,,,1.1,148,25,,1000000,50,50,105,80,95,135,6400,70,515,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
616,Shelmet,Snail Pokemon,bug,,5,0,Hydration,Shell Armor,Overcoat,,,,0.4,7.7,200,50,1000000,40,85,25,50,40,65,3840,70,305,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
617,Accelgor,Shell Out Pokemon,bug,,5,0,Hydration,Sticky Hold,Unburden,,,,0.8,25.3,75,50,1000000,70,40,145,80,100,60,3840,70,495,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
618,Stunfisk,Trap Pokemon,ground,electric,5,0,Static,Limber,Sand Veil,,,,0.7,11,75,50,1000000,66,84,32,109,81,99,5120,70,471,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2
619,Mienfoo,Martial Arts Pokemon,fighting,,5,0,Inner Focus,Regenerator,Reckless,,,,0.9,20,180,50,1059860,85,50,65,45,55,50,6400,70,350,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
620,Mienshao,Martial Arts Pokemon,fighting,,5,0,Inner Focus,Regenerator,Reckless,,,,1.4,35.5,45,50,1059860,125,60,105,65,95,60,6400,70,510,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
621,Druddigon,Cave Pokemon,dragon,,5,0,Rough Skin,Sheer Force,Mold Breaker,,,,1.6,139,45,50,1000000,120,90,48,77,60,90,7680,70,485,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
622,Golett,Automaton Pokemon,ground,ghost,5,0,Iron Fist,Klutz,No Guard,,,,1,92,190,,1000000,74,50,35,59,35,50,6400,70,303,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2
623,Golurk,Automaton Pokemon,ground,ghost,5,0,Iron Fist,Klutz,No Guard,,,,2.8,330,90,,1000000,124,80,55,89,55,80,6400,70,483,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2
624,Pawniard,Sharp Blade Pokemon,dark,steel,5,0,Defiant,Inner Focus,Pressure,,,,0.5,10.2,120,50,1000000,85,70,60,45,40,40,5120,35,340,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1
625,Bisharp,Sword Blade Pokemon,dark,steel,5,0,Defiant,Inner Focus,Pressure,,,,1.6,70,45,50,1000000,125,100,70,65,60,70,5120,35,490,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1
626,Bouffalant,Bash Buffalo Pokemon,normal,,5,0,Reckless,Sap Sipper,Soundproof,,,,1.6,94.6,45,50,1000000,110,95,55,95,40,95,5120,70,490,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
627,Rufflet,Eaglet Pokemon,normal,flying,5,0,Keen Eye,Sheer Force,Hustle,,,,0.5,10.5,190,100,1250000,83,50,60,70,37,50,5120,70,350,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
628,Braviary,Valiant Pokemon,normal,flying,5,0,Keen Eye,Sheer Force,Defiant,,,,1.5,41,60,100,1250000,123,75,80,100,57,75,5120,70,510,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
629,Vullaby,Diapered Pokemon,dark,flying,5,0,Big Pecks,Overcoat,Weak Armor,,,,0.5,9,190,0,1250000,55,75,60,70,45,65,5120,35,370,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
630,Mandibuzz,Bone Vulture Pokemon,dark,flying,5,0,Big Pecks,Overcoat,Weak Armor,,,,1.2,39.5,60,0,1250000,65,105,80,110,55,95,5120,35,510,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
631,Heatmor,Anteater Pokemon,fire,,5,0,Gluttony,Flash Fire,White Smoke,,,,1.4,58,90,50,1000000,97,66,65,85,105,66,5120,70,484,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
632,Durant,Iron Ant Pokemon,bug,steel,5,0,Swarm,Hustle,Truant,,,,0.3,33,90,50,1000000,109,112,109,58,48,48,5120,70,484,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1
633,Deino,Irate Pokemon,dark,dragon,5,0,Hustle,,,,,,0.8,17.3,45,50,1250000,65,50,38,52,45,50,10240,35,300,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5
634,Zweilous,Hostile Pokemon,dark,dragon,5,0,Hustle,,,,,,1.4,50,45,50,1250000,85,70,58,72,65,70,10240,35,420,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5
635,Hydreigon,Brutal Pokemon,dark,dragon,5,0,Levitate,,,,,,1.8,160,45,50,1250000,105,90,98,92,125,90,10240,35,600,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5
636,Larvesta,Torch Pokemon,bug,fire,5,0,Flame Body,Swarm,,,,,1.1,28.8,45,50,1250000,85,55,60,55,50,55,10240,70,360,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2
637,Volcarona,Sun Pokemon,bug,fire,5,0,Flame Body,Swarm,,,,,1.6,46,15,50,1250000,60,65,100,85,135,105,10240,70,550,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2
638,Cobalion,Iron Will Pokemon,steel,fighting,5,1,Justified,,,,,,2.1,250,3,,1250000,90,129,108,91,90,72,20480,35,580,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1
639,Terrakion,Cavern Pokemon,rock,fighting,5,1,Justified,,,,,,1.9,260,3,,1250000,129,90,108,91,72,90,20480,35,580,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2
640,Virizion,Grassland Pokemon,grass,fighting,5,1,Justified,,,,,,2,200,3,,1250000,90,72,108,91,90,129,20480,35,580,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5
641,Tornadus,Cyclone Pokemon,flying,,5,1,Prankster,Defiant,Regenerator,,,,1.5,63,3,100,1250000,100,80,121,79,110,90,30720,90,580,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1
642,Thundurus,Bolt Strike Pokemon,electric,flying,5,1,Prankster,Defiant,Volt Absorb,,,,1.5,61,3,100,1250000,105,70,101,79,145,80,30720,90,580,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1
643,Reshiram,Vast White Pokemon,dragon,fire,5,1,Turboblaze,,,,,,3.2,330,3,,1250000,120,100,90,100,150,120,30720,0,680,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1
644,Zekrom,Deep Black Pokemon,dragon,electric,5,1,Teravolt,,,,,,2.9,345,3,,1250000,150,120,90,100,120,100,30720,0,680,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5
645,Landorus,Abundance Pokemon,ground,flying,5,1,Sand Force,Sheer Force,Intimidate,,,,1.5,68,3,100,1250000,145,90,91,89,105,80,30720,90,600,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2
646,Kyurem,Boundary Pokemon,dragon,ice,5,1,Pressure,Teravolt,Turboblaze,,,,3,325,3,,1250000,120,90,95,125,170,100,30720,0,700,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5
647,Keldeo,Colt Pokemon,water,fighting,5,1,Justified,,,,,,1.4,48.5,3,,1250000,72,90,108,91,129,90,20480,35,580,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5
648,Meloetta,Melody Pokemon,normal,psychic,5,1,Serene Grace,,,,,,0.6,6.5,3,,1250000,128,90,128,100,77,77,30720,100,600,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1
649,Genesect,Paleozoic Pokemon,bug,steel,5,1,Download,,,,,,1.5,82.5,3,,1250000,120,95,99,71,120,95,30720,0,600,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1
650,Chespin,Spiky Nut Pokemon,grass,,6,0,Overgrow,Bulletproof,,,,,0.4,9,45,88.1,1059860,61,65,38,56,48,45,5120,70,313,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
651,Quilladin,Spiny Armor Pokemon,grass,,6,0,Overgrow,Bulletproof,,,,,0.7,29,45,88.1,1059860,78,95,57,61,56,58,5120,70,405,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
652,Chesnaught,Spiny Armor Pokemon,grass,fighting,6,0,Overgrow,Bulletproof,,,,,1.6,90,45,88.1,1059860,107,122,64,88,74,75,5120,70,530,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5
653,Fennekin,Fox Pokemon,fire,,6,0,Blaze,Magician,,,,,0.4,9.4,45,88.1,1059860,45,40,60,40,62,60,5120,70,307,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
654,Braixen,Fox Pokemon,fire,,6,0,Blaze,Magician,,,,,1,14.5,45,88.1,1059860,59,58,73,59,90,70,5120,70,409,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
655,Delphox,Fox Pokemon,fire,psychic,6,0,Blaze,Magician,,,,,1.5,39,45,88.1,1059860,69,72,104,75,114,100,5120,70,534,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2
656,Froakie,Bubble Frog Pokemon,water,,6,0,Torrent,Protean,,,,,0.3,7,45,88.1,1059860,56,40,71,41,62,44,5120,70,314,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
657,Frogadier,Bubble Frog Pokemon,water,,6,0,Torrent,Protean,,,,,0.6,10.9,45,88.1,1059860,63,52,97,54,83,56,5120,70,405,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
658,Greninja,Ninja Pokemon,water,dark,6,0,Torrent,Protean,Battle Bond,,,,1.5,40,45,88.1,1059860,145,67,132,72,153,71,5120,70,640,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5
659,Bunnelby,Digging Pokemon,normal,,6,0,Pickup,Cheek Pouch,Huge Power,,,,0.4,5,255,50,1000000,36,38,57,38,32,36,3840,70,237,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
660,Diggersby,Digging Pokemon,normal,ground,6,0,Pickup,Cheek Pouch,Huge Power,,,,1,42.4,127,50,1000000,56,77,78,85,50,77,3840,70,423,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2
661,Fletchling,Tiny Robin Pokemon,normal,flying,6,0,Big Pecks,Gale Wings,,,,,0.3,1.7,255,50,1059860,50,43,62,45,40,38,3840,70,278,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
662,Fletchinder,Ember Pokemon,fire,flying,6,0,Flame Body,Gale Wings,,,,,0.7,16,120,50,1059860,73,55,84,62,56,52,3840,70,382,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2
663,Talonflame,Scorching Pokemon,fire,flying,6,0,Flame Body,Gale Wings,,,,,1.2,24.5,45,50,1059860,81,71,126,78,74,69,3840,70,499,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2
